id_oferta,titulo,empresa,fuente,fecha_publicacion,provincia,modalidad,nivel,tipo_contrato,salario_min,salario_max,moneda,habilidades,descripcion
OF-01196,Científico de Datos,Procesos y Sistemas,LinkedIn,2025-11-14,Panamá Oeste,Remoto,Junior,Permanente,1500,2250,USD,"LLM/IA Generativa, Machine Learning, Power BI, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01197,Ingeniero DevOps,Innovatec,LinkedIn,2025-07-14,Panamá,Presencial,Semi Senior,Permanente,2200,3200,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01198,Ingeniero Cloud,BAC Credomatic,Konzerta,2025-07-26,Colón,Presencial,Senior,Permanente,3150,4400,USD,"AWS, Azure, GCP, Go, Kubernetes","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Go. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01199,Ingeniero Cloud,,encuentra24,2025-05-14,Panamá,Híbrido,Junior,Por Proyecto,2550,3800,USD,"AWS, Azure, Docker, GCP, Kubernetes, Rust, Vue","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01200,Desarrollador Full Stack,Banistmo,Computrabajo,2025-08-14,Panamá,Presencial,Junior,Por Proyecto,,1900,USD,"Git, Go, React, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Git, Go, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01201,Ingeniero de Datos,GBM Panamá,Computrabajo,2025-12-05,Herrera,Presencial,Senior,Por Proyecto,2500,3350,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01202,Administrador de BD,Banco General,encuentra24,2026-02-24,Panamá,Presencial,Junior,Temporal,1350,1950,USD,"MongoDB, PostgreSQL, Python, SQL, Spark","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01203,Analista de BI,Banco General,LinkedIn,2025-04-28,Panamá,Híbrido,Junior,Por Proyecto,1500,1850,USD,"Go, PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Go, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01204,Desarrollador Frontend,Nearshore Devs,encuentra24,2026-02-07,Panamá,Presencial,Junior,Permanente,1550,2000,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01205,Analista de BI,Globant,Konzerta,2025-05-10,Panamá,Remoto,Semi Senior,Por Proyecto,2100,3250,USD,"PostgreSQL, Power BI, Python, SQL, TypeScript","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01206,Ingeniero DevOps,TechMakers,Konzerta,2025-04-27,Coclé,Remoto,Senior,Freelance,3150,4550,USD,"AWS, Docker, GCP, Kubernetes, TypeScript","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01207,Ingeniero de Datos,Innovatec,LinkedIn,2026-01-05,Chiriquí,Presencial,Semi Senior,Permanente,2000,2500,USD,"AWS, PostgreSQL, Power BI, Python, Spark, TypeScript","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01208,Ingeniero de Datos,DataPro Panamá,Konzerta,2025-05-20,Panamá,Híbrido,Semi Senior,Permanente,,4000,USD,"AWS, LLM/IA Generativa, Python, Rust, SQL, Spark","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01209,Científico de Datos,BAC Credomatic,Konzerta,2025-04-15,Coclé,Presencial,Senior,Permanente,,3500,USD,"LLM/IA Generativa, Power BI, Rust, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, Rust, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01210,Ingeniero de IA/ML,Dell Panamá,encuentra24,2025-06-16,Coclé,Presencial,Semi Senior,Temporal,2250,3200,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01211,Desarrollador Backend,Avianca Tech,Konzerta,2025-11-14,Panamá,Presencial,Semi Senior,Permanente,2050,2850,USD,".NET, C#, Git, Java, Node.js, Rust, SQL","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01212,Ingeniero de IA/ML,Soluciones IT SA,Konzerta,2025-07-25,Panamá,Híbrido,Junior,Por Proyecto,1900,2800,USD,"AWS, Go, LLM/IA Generativa, Machine Learning, Python, Spark, Vue","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Go, LLM/IA Generativa, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01213,Desarrollador Backend,Dell Panamá,Konzerta,2025-05-02,Panamá,Presencial,Semi Senior,Permanente,2000,2650,USD,".NET, Git, Node.js, Rust","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Git, Node.js, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01214,Científico de Datos,BAC Credomatic,LinkedIn,2026-02-26,Colón,Híbrido,Semi Senior,Permanente,1700,,USD,"LLM/IA Generativa, Machine Learning, Power BI, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01215,Ingeniero de Datos,Innovatec,encuentra24,2025-05-31,Panamá Oeste,Híbrido,Senior,Por Proyecto,3650,4600,USD,"AWS, LLM/IA Generativa, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, PostgreSQL, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01216,Analista de BI,Nearshore Devs,encuentra24,2024-12-14,Panamá,Remoto,Semi Senior,Freelance,2250,3300,USD,"LLM/IA Generativa, PostgreSQL, Power BI, Python, Rust, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01217,Ingeniero DevOps,GBM Panamá,Computrabajo,2025-01-10,Panamá Oeste,Presencial,Senior,Permanente,3000,3750,USD,"Docker, GCP, Git, Go, Kubernetes","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, GCP, Git, Go. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01218,Desarrollador Full Stack,Procesos y Sistemas,LinkedIn,2025-03-04,Colón,Presencial,Semi Senior,Permanente,1800,2750,USD,"GCP, Git, JavaScript, Rust, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en GCP, Git, JavaScript, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01219,Desarrollador Full Stack,MultiBank,Konzerta,2026-02-15,Herrera,Presencial,Semi Senior,Por Proyecto,2150,,USD,"JavaScript, Machine Learning, Node.js, Python, React, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en JavaScript, Machine Learning, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01220,Ingeniero de IA/ML,Copa Airlines,Konzerta,2025-12-03,Panamá,Presencial,Junior,Permanente,,,USD,"AWS, LLM/IA Generativa, Machine Learning, Spark, Vue","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01221,Desarrollador Frontend,Soluciones IT SA,Konzerta,2025-07-25,Panamá,Presencial,Junior,Permanente,1650,,USD,"Angular, Git, JavaScript, LLM/IA Generativa, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, LLM/IA Generativa. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01222,Desarrollador Backend,TechMakers,encuentra24,2025-07-23,Panamá,Presencial,Semi Senior,Permanente,1800,2750,USD,"GCP, Git, Go, Java, Node.js, SQL","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en GCP, Git, Go, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01223,Científico de Datos,TechMakers,LinkedIn,2025-12-16,Panamá,Híbrido,Junior,Permanente,1700,2150,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01224,Desarrollador Frontend,TechMakers,LinkedIn,2026-03-21,Chiriquí,Remoto,Senior,Permanente,2850,4050,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01225,Desarrollador Full Stack,GBM Panamá,encuentra24,2025-05-08,Panamá,Presencial,Junior,Por Proyecto,1550,2350,USD,"Docker, Git, Node.js, Python, Spark, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01226,Desarrollador Frontend,Caja de Ahorros,Konzerta,2025-08-29,Colón,Remoto,Junior,Freelance,1650,2300,USD,"Angular, Git, JavaScript, Machine Learning, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01227,Ingeniero de IA/ML,MultiBank,Konzerta,2026-01-14,Panamá,Híbrido,Junior,Temporal,2350,,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark, TypeScript","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01228,Desarrollador Frontend,GBM Panamá,LinkedIn,2026-02-01,Panamá Oeste,Remoto,Junior,Por Proyecto,1950,2900,USD,"Angular, LLM/IA Generativa, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, LLM/IA Generativa, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01229,Ingeniero DevOps,Innovatec,encuentra24,2025-07-27,Panamá,Presencial,Senior,Freelance,,4250,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01230,Desarrollador Full Stack,,Computrabajo,2025-06-01,Panamá,Remoto,Semi Senior,Permanente,2050,2800,USD,"Docker, JavaScript, Python, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, Python, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01231,Ingeniero Cloud,Copa Airlines,encuentra24,2025-11-19,Panamá,Remoto,Junior,Por Proyecto,1950,2400,USD,"Docker, GCP, Kubernetes, Machine Learning, Python, Vue","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, GCP, Kubernetes, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01232,Desarrollador Backend,TechMakers,Konzerta,2025-08-06,Colón,Presencial,Semi Senior,Permanente,1850,2300,USD,".NET, C#, Git, LLM/IA Generativa, Node.js, Python, SQL","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, LLM/IA Generativa. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01233,Desarrollador Frontend,Telered,Konzerta,2025-03-11,Panamá,Híbrido,Semi Senior,Permanente,2350,3450,USD,"Angular, Kubernetes, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Kubernetes, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01234,Administrador de BD,Banistmo,Konzerta,2025-08-31,Panamá,Híbrido,Junior,Freelance,1700,2150,USD,"MongoDB, PostgreSQL, Python, Spark","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, PostgreSQL, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01235,Desarrollador Frontend,DataPro Panamá,LinkedIn,2026-01-23,Panamá Oeste,Remoto,Semi Senior,Freelance,1750,2700,USD,"Git, JavaScript, React, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, React, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01236,Ingeniero de Datos,Nearshore Devs,Computrabajo,2026-02-25,Panamá,Presencial,Senior,Permanente,3450,,USD,"AWS, PostgreSQL, Rust, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Rust, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01237,Desarrollador Backend,GBM Panamá,Konzerta,2026-03-26,Panamá,Presencial,Senior,Permanente,2700,,USD,"C#, Java, SQL","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en C#, Java, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01238,Analista de BI,Banistmo,encuentra24,2025-01-05,Panamá,Presencial,Semi Senior,Permanente,2000,2750,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01239,Analista de BI,Banco General,LinkedIn,2026-03-30,Panamá Oeste,Presencial,Senior,Permanente,2600,3450,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01240,Ingeniero de IA/ML,Dell Panamá,Konzerta,2025-03-23,Coclé,Híbrido,Lead,Permanente,,,USD,"AWS, LLM/IA Generativa, Python","Buscamos Ingeniero de IA/ML nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01241,Desarrollador Frontend,Telered,LinkedIn,2026-04-11,Panamá,Híbrido,Junior,Permanente,1600,1950,USD,"Angular, Git, Rust, TypeScript","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, Rust, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01242,Desarrollador Frontend,Cable & Wireless,Computrabajo,2025-10-05,Panamá,Presencial,Senior,Permanente,3150,4750,USD,"Angular, Git, React, Spark, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, React, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01243,Desarrollador Backend,Globant,encuentra24,2026-02-04,Panamá,Híbrido,Junior,Temporal,1200,1850,USD,".NET, Go, Java, Python","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Go, Java, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01244,Científico de Datos,Dell Panamá,LinkedIn,2025-03-26,Chiriquí,Presencial,Junior,Permanente,1800,2450,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL, TypeScript","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01245,Ingeniero Cloud,Banco General,encuentra24,2025-04-26,Herrera,Híbrido,Semi Senior,Por Proyecto,2250,3150,USD,"AWS, Azure, Docker, GCP, LLM/IA Generativa","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01246,Desarrollador Frontend,Panama Digital,Konzerta,2025-11-26,Panamá,Híbrido,Junior,Permanente,2150,2650,USD,"Git, Go, JavaScript, React, Spark, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Git, Go, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01247,Ingeniero de Datos,Dell Panamá,Konzerta,2026-03-13,Panamá,Remoto,Senior,Permanente,3450,4700,USD,"AWS, Kubernetes, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Kubernetes, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01248,Administrador de BD,Globant,Konzerta,2025-06-03,Panamá,Híbrido,Semi Senior,Permanente,2300,2900,USD,"Machine Learning, MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Machine Learning, MongoDB, Oracle, PostgreSQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01249,Ingeniero de IA/ML,TechMakers,encuentra24,2026-04-04,Los Santos,Presencial,Semi Senior,Freelance,2100,2800,USD,"AWS, LLM/IA Generativa, Machine Learning, Python","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01250,Ingeniero de IA/ML,Avianca Tech,encuentra24,2025-10-11,Herrera,Presencial,Senior,Por Proyecto,2700,4000,USD,"AWS, LLM/IA Generativa, Machine Learning, Spark","Buscamos Ingeniero de IA/ML nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01251,Desarrollador Frontend,Banistmo,Konzerta,2025-10-24,Panamá,Presencial,Junior,Permanente,1200,1550,USD,"React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en React, TypeScript, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01252,Desarrollador Frontend,,encuentra24,2025-12-11,Panamá,Presencial,Senior,Permanente,2700,4100,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01253,Ingeniero DevOps,Dell Panamá,Konzerta,2025-01-27,Panamá,Híbrido,Junior,Permanente,2450,,USD,"AWS, Azure, Docker, GCP, Rust, Spark","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01254,Ingeniero de Datos,Banco General,Computrabajo,2025-06-30,Veraguas,Remoto,Junior,Permanente,1800,2450,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01255,Desarrollador Full Stack,Telered,Konzerta,2025-08-01,Panamá Oeste,Presencial,Senior,Permanente,2700,3900,USD,"Docker, JavaScript, LLM/IA Generativa, Node.js, Python","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, LLM/IA Generativa, Node.js. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01256,Científico de Datos,Globant,Computrabajo,2026-02-26,Panamá,Presencial,Semi Senior,Permanente,1900,2900,USD,"LLM/IA Generativa, Machine Learning, Python, SQL, TypeScript","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01257,Ingeniero de Datos,Innovatec,Konzerta,2025-10-12,Colón,Híbrido,Semi Senior,Permanente,2150,3150,USD,"AWS, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Python, SQL, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01258,Científico de Datos,Dell Panamá,Konzerta,2025-07-15,Chiriquí,Remoto,Senior,Permanente,3800,4700,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL, TypeScript","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01259,Desarrollador Frontend,Panama Digital,encuentra24,2026-01-08,Panamá,Híbrido,Senior,Permanente,2700,4150,USD,"Angular, JavaScript, React, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, JavaScript, React, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01260,Científico de Datos,Caja de Ahorros,LinkedIn,2025-04-09,Panamá,Remoto,Junior,Permanente,2050,2650,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01261,Ingeniero DevOps,Telered,Konzerta,2026-03-19,Herrera,Híbrido,Junior,Permanente,1300,1850,USD,"Azure, GCP, Git, Vue","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Azure, GCP, Git, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01262,Desarrollador Frontend,Banco General,encuentra24,2026-02-11,Herrera,Presencial,Lead,Por Proyecto,3050,4200,USD,"JavaScript, React, Spark, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en JavaScript, React, Spark, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01263,Analista de BI,Telered,LinkedIn,2025-01-07,Panamá Oeste,Remoto,Semi Senior,Permanente,,2900,USD,"Kubernetes, PostgreSQL, Power BI, Python","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01264,Ingeniero de Datos,Procesos y Sistemas,encuentra24,2025-02-12,Panamá,Presencial,Senior,Freelance,2900,,USD,"AWS, PostgreSQL, Python, SQL, TypeScript","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01265,Analista de BI,Dell Panamá,encuentra24,2025-05-21,Panamá Oeste,Remoto,Semi Senior,Permanente,,3300,USD,"GCP, PostgreSQL, Power BI, Python","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en GCP, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01266,Analista de BI,Globant,Konzerta,2025-08-03,Panamá,Presencial,Junior,Permanente,1600,2000,USD,"Machine Learning, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Machine Learning, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01267,Administrador de BD,Telered,Konzerta,2025-07-25,Los Santos,Híbrido,Senior,Permanente,,3300,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01268,Ingeniero DevOps,Dell Panamá,Konzerta,2026-02-21,Panamá,Híbrido,Senior,Permanente,3500,4350,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes, Spark","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01269,Desarrollador Frontend,Procesos y Sistemas,encuentra24,2026-01-25,Panamá,Híbrido,Junior,Permanente,,2250,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01270,Analista de BI,Banco General,Konzerta,2026-01-02,Panamá Oeste,Presencial,Senior,Permanente,2450,3750,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
